中文简称,地区码,区域名称,上级区域编码,
霞拔乡,350125207,霞拔乡,350125,
盘谷乡,350125208,盘谷乡,350125,
红星乡,350125209,红星乡,350125,
白云乡,350125210,白云乡,350125,
丹云乡,350125211,丹云乡,350125,
潭城镇,350128100,潭城镇,350128,
苏澳镇,350128101,苏澳镇,350128,
流水镇,350128102,流水镇,350128,
澳前镇,350128103,澳前镇,350128,
北厝镇,350128104,北厝镇,350128,
平原镇,350128105,平原镇,350128,
敖东镇,350128106,敖东镇,350128,
白青乡,350128200,白青乡,350128,
屿头乡,350128201,屿头乡,350128,
大练乡,350128202,大练乡,350128,
芦洋乡,350128203,芦洋乡,350128,
中楼乡,350128204,中楼乡,350128,
东庠乡,350128205,东庠乡,350128,
岚城乡,350128206,岚城乡,350128,
南海乡,350128207,南海乡,350128,
玉屏街道,350181002,玉屏街道,350181,
龙山街道,350181003,龙山街道,350181,
龙江街道,350181004,龙江街道,350181,
宏路街道,350181005,宏路街道,350181,
石竹街道,350181006,石竹街道,350181,
音西街道,350181007,音西街道,350181,
阳下街道,350181008,阳下街道,350181,
海口镇,350181103,海口镇,350181,
城头镇,350181104,城头镇,350181,
南岭镇,350181105,南岭镇,350181,
龙田镇,350181106,龙田镇,350181,
江镜镇,350181107,江镜镇,350181,
港头镇,350181108,港头镇,350181,
高山镇,350181109,高山镇,350181,
沙埔镇,350181110,沙埔镇,350181,
三山镇,350181111,三山镇,350181,
东瀚镇,350181112,东瀚镇,350181,
渔溪镇,350181113,渔溪镇,350181,
上迳镇,350181114,上迳镇,350181,
新厝镇,350181115,新厝镇,350181,
江阴镇,350181116,江阴镇,350181,
东张镇,350181117,东张镇,350181,
镜洋镇,350181118,镜洋镇,350181,
一都镇,350181119,一都镇,350181,
江镜华侨,350181400,江镜华侨,350181,
东阁华侨,350181401,东阁华侨,350181,
吴航街道,350182001,吴航街道,350182,
航城街道,350182002,航城街道,350182,
营前街道,350182003,营前街道,350182,
漳港街道,350182004,漳港街道,350182,
首占镇,350182102,首占镇,350182,
玉田镇,350182103,玉田镇,350182,
松下镇,350182104,松下镇,350182,
江田镇,350182105,江田镇,350182,
古槐镇,350182106,古槐镇,350182,
文武砂镇,350182107,文武砂镇,350182,
鹤上镇,350182108,鹤上镇,350182,
湖南镇,350182110,湖南镇,350182,
金峰镇,350182111,金峰镇,350182,
文岭镇,350182112,文岭镇,350182,
梅花镇,350182113,梅花镇,350182,
潭头镇,350182114,潭头镇,350182,
罗联乡,350182200,罗联乡,350182,
猴屿乡,350182201,猴屿乡,350182,
厦港街道,350203001,厦港街道,350203,
中华街道,350203003,中华街道,350203,
滨海街道,350203005,滨海街道,350203,
鹭江街道,350203006,鹭江街道,350203,
开元街道,350203007,开元街道,350203,
梧村街道,350203008,梧村街道,350203,
__街道,350203009,__街道,350203,
莲前街道,350203010,莲前街道,350203,
嘉莲街道,350203011,嘉莲街道,350203,
鼓浪屿街道,350203012,鼓浪屿街道,350203,
海沧街道,350205001,海沧街道,350205,
新阳街道,350205002,新阳街道,350205,
东孚街道,350205003,东孚街道,350205,
第一农场,350205401,第一农场,350205,
海沧农场,350205402,海沧农场,350205,
天竺山林场,350205403,天竺山林场,350205,
厦门海沧保税港区,350205407,厦门海沧保税港区,350205,
湖里街道,350206001,湖里街道,350206,
殿前街道,350206002,殿前街道,350206,
禾山街道,350206003,禾山街道,350206,
江头街道,350206004,江头街道,350206,
金山街道,350206005,金山街道,350206,
火炬高技术开发区,350206405,火炬高技术开发区,350206,
象屿保税区,350206406,象屿保税区,350206,
集美街道,350211001,集美街道,350211,
侨英街道,350211002,侨英街道,350211,
杏林街道,350211003,杏林街道,350211,
杏滨街道,350211004,杏滨街道,350211,
灌口镇,350211102,灌口镇,350211,
后溪镇,350211103,后溪镇,350211,
第二农场,350211401,第二农场,350211,
省天马种猪场,350211402,省天马种猪场,350211,
天马华侨农场,350211403,天马华侨农场,350211,
坂头防护林场,350211404,坂头防护林场,350211,
大同街道,350212001,大同街道,350212,
祥平街道,350212002,祥平街道,350212,
莲花镇,350212105,莲花镇,350212,
新民镇,350212106,新民镇,350212,
洪塘镇,350212107,洪塘镇,350212,
西柯镇,350212108,西柯镇,350212,
汀溪镇,350212109,汀溪镇,350212,
五显镇,350212110,五显镇,350212,
凤南农场,350212401,凤南农场,350212,
白沙仑农场,350212402,白沙仑农场,350212,
竹坝华侨农场,350212403,竹坝华侨农场,350212,
大嶝街道,350213001,大嶝街道,350213,
马巷镇,350213102,马巷镇,350213,
新圩镇,350213103,新圩镇,350213,
新店镇,350213104,新店镇,350213,
内厝镇,350213111,内厝镇,350213,
大帽山农场,350213404,大帽山农场,350213,
龙桥街道,350302001,龙桥街道,350302,
凤凰山街道,350302002,凤凰山街道,350302,
霞林街道,350302003,霞林街道,350302,
常太镇,350302100,常太镇,350302,
华亭镇,350302101,华亭镇,350302,
灵川镇,350302102,灵川镇,350302,
东海镇,350302103,东海镇,350302,
涵东街道,350303001,涵东街道,350303,
涵西街道,350303002,涵西街道,350303,
三江口镇,350303100,三江口镇,350303,
白塘镇,350303101,白塘镇,350303,
国欢镇,350303102,国欢镇,350303,
梧塘镇,350303103,梧塘镇,350303,
江口镇,350303104,江口镇,350303,
_芦镇,350303105,_芦镇,350303,
白沙镇,350303106,白沙镇,350303,
庄边镇,350303107,庄边镇,350303,
新县镇,350303108,新县镇,350303,
大洋乡,350303200,大洋乡,350303,
赤港开发区,350303500,赤港开发区,350303,
镇海街道,350304001,镇海街道,350304,
拱辰街道,350304002,拱辰街道,350304,
西天尾镇,350304100,西天尾镇,350304,
黄石镇,350304101,黄石镇,350304,
新度镇,350304102,新度镇,350304,
北高镇,350304103,北高镇,350304,
笏石镇,350305100,笏石镇,350305,
东庄镇,350305101,东庄镇,350305,
忠门镇,350305102,忠门镇,350305,
东埔镇,350305103,东埔镇,350305,
东峤镇,350305104,东峤镇,350305,
埭头镇,350305105,埭头镇,350305,
平海镇,350305106,平海镇,350305,
南日镇,350305107,南日镇,350305,
湄洲镇,350305108,湄洲镇,350305,
山亭镇,350305109,山亭镇,350305,
月塘乡,350305200,月塘乡,350305,
前沁农场,350305400,前沁农场,350305,
后海管理局,350305401,后海管理局,350305,
鲤城街道,350322001,鲤城街道,350322,
枫亭镇,350322100,枫亭镇,350322,
榜头镇,350322101,榜头镇,350322,
郊尾镇,350322102,郊尾镇,350322,
度尾镇,350322103,度尾镇,350322,
鲤南镇,350322104,鲤南镇,350322,
赖店镇,350322105,赖店镇,350322,
盖尾镇,350322106,盖尾镇,350322,
园庄镇,350322107,园庄镇,350322,
大济镇,350322108,大济镇,350322,
龙华镇,350322109,龙华镇,350322,
钟山镇,350322110,钟山镇,350322,
游洋镇,350322111,游洋镇,350322,
西苑乡,350322200,西苑乡,350322,
石苍乡,350322201,石苍乡,350322,
社硎乡,350322202,社硎乡,350322,
书峰乡,350322203,书峰乡,350322,
菜溪乡,350322204,菜溪乡,350322,
列东街道,350402001,列东街道,350402,
列西街道,350402002,列西街道,350402,
徐碧街道,350402003,徐碧街道,350402,
陈大镇,350402100,陈大镇,350402,
洋溪镇,350402101,洋溪镇,350402,
福建梅列经济开发区,350402500,福建梅列经济开发区,350402,
城关街道,350403001,城关街道,350403,
白沙街道,350403002,白沙街道,350403,
富兴堡街道,350403003,富兴堡街道,350403,
荆西街道,350403004,荆西街道,350403,
莘口镇,350403100,莘口镇,350403,
岩前镇,350403101,岩前镇,350403,
城东乡,350403200,城东乡,350403,
中村乡,350403201,中村乡,350403,
雪峰镇,350421100,雪峰镇,350421,
盖洋镇,350421101,盖洋镇,350421,
胡坊镇,350421102,胡坊镇,350421,
瀚仙镇,350421103,瀚仙镇,350421,
城关乡,350421200,城关乡,350421,
沙溪乡,350421201,沙溪乡,350421,
夏阳乡,350421202,夏阳乡,350421,
枫溪乡,350421203,枫溪乡,350421,
夏坊乡,350421204,夏坊乡,350421,
龙津镇,350423100,龙津镇,350423,
嵩溪镇,350423101,嵩溪镇,350423,
嵩口镇,350423102,嵩口镇,350423,
灵地镇,350423103,灵地镇,350423,
长校镇,350423104,长校镇,350423,
温郊乡,350423201,温郊乡,350423,
林畲乡,350423202,林畲乡,350423,
田源乡,350423203,田源乡,350423,
沙芜乡,350423204,沙芜乡,350423,
赖坊乡,350423205,赖坊乡,350423,
余朋乡,350423206,余朋乡,350423,
李家乡,350423208,李家乡,350423,
里田乡,350423209,里田乡,350423,
翠江镇,350424100,翠江镇,350424,
泉上镇,350424101,泉上镇,350424,
湖村镇,350424102,湖村镇,350424,
石壁镇,350424103,石壁镇,350424,
曹坊镇,350424104,曹坊镇,350424,
安远镇,350424105,安远镇,350424,
城郊乡,350424200,城郊乡,350424,
城南乡,350424201,城南乡,350424,
济村乡,350424202,济村乡,350424,
淮土乡,350424203,淮土乡,350424,
方田乡,350424204,方田乡,350424,
安乐镇,350424205,安乐镇,350424,
治平畲族乡,350424207,治平畲族乡,350424,
中沙乡,350424208,中沙乡,350424,
河龙乡,350424209,河龙乡,350424,
水茜镇,350424210,水茜镇,350424,
均溪镇,350425100,均溪镇,350425,
石牌镇,350425101,石牌镇,350425,
上京镇,350425102,上京镇,350425,
广平镇,350425103,广平镇,350425,
桃源镇,350425104,桃源镇,350425,
太华镇,350425105,太华镇,350425,
建设镇,350425106,建设镇,350425,
奇韬镇,350425107,奇韬镇,350425,
华兴乡,350425200,华兴乡,350425,
屏山乡,350425201,屏山乡,350425,
吴山乡,350425202,吴山乡,350425,
济阳乡,350425203,济阳乡,350425,
武陵乡,350425204,武陵乡,350425,
谢洋乡,350425205,谢洋乡,350425,
文江乡,350425206,文江乡,350425,
梅山乡,350425207,梅山乡,350425,
湖美乡,350425208,湖美乡,350425,
前坪乡,350425209,前坪乡,350425,
东风农场,350425400,东风农场,350425,
城关镇,350426100,城关镇,350426,
梅仙镇,350426101,梅仙镇,350426,
西滨镇,350426102,西滨镇,350426,
洋中镇,350426103,洋中镇,350426,
新阳镇,350426104,新阳镇,350426,
管前镇,350426105,管前镇,350426,
西城镇,350426106,西城镇,350426,
尤溪口镇,350426107,尤溪口镇,350426,
坂面镇,350426108,坂面镇,350426,
联合乡,350426200,联合乡,350426,
汤川乡,350426201,汤川乡,350426,
溪尾乡,350426202,溪尾乡,350426,
中仙乡,350426203,中仙乡,350426,
台溪乡,350426204,台溪乡,350426,
八字桥乡,350426206,八字桥乡,350426,
凤岗街道,350427001,凤岗街道,350427,
虬江街道,350427002,虬江街道,350427,
青州镇,350427101,青州镇,350427,
夏茂镇,350427102,夏茂镇,350427,
高砂镇,350427104,高砂镇,350427,
高桥镇,350427105,高桥镇,350427,
富口镇,350427106,富口镇,350427,
大洛镇,350427107,大洛镇,350427,
南霞乡,350427201,南霞乡,350427,
南阳乡,350427203,南阳乡,350427,
郑湖乡,350427204,郑湖乡,350427,
湖源乡,350427205,湖源乡,350427,
金沙园开发区,350427400,金沙园开发区,350427,
金古园开发区,350427401,金古园开发区,350427,
青山纸业工业区,350427402,青山纸业工业区,350427,
海西物流园区,350427403,海西物流园区,350427,
古镛镇,350428100,古镛镇,350428,
万安镇,350428101,万安镇,350428,
高唐镇,350428102,高唐镇,350428,
白莲镇,350428103,白莲镇,350428,
黄潭镇,350428104,黄潭镇,350428,
水南镇,350428105,水南镇,350428,
光明乡,350428200,光明乡,350428,
漠源乡,350428201,漠源乡,350428,
南口乡,350428202,南口乡,350428,
万全乡,350428203,万全乡,350428,
安仁乡,350428204,安仁乡,350428,
大源乡,350428205,大源乡,350428,
余坊乡,350428206,余坊乡,350428,
杉城镇,350429100,杉城镇,350429,
朱口镇,350429101,朱口镇,350429,
新桥乡,350429200,新桥乡,350429,
上青乡,350429201,上青乡,350429,
大田乡,350429202,大田乡,350429,
梅口乡,350429203,梅口乡,350429,
下渠乡,350429204,下渠乡,350429,
开善乡,350429205,开善乡,350429,
大龙乡,350429208,大龙乡,350429,
濉溪镇,350430100,濉溪镇,350430,
里心镇,350430101,里心镇,350430,
溪口镇,350430102,溪口镇,350430,
均口镇,350430103,均口镇,350430,
伊家乡,350430201,伊家乡,350430,
黄坊乡,350430202,黄坊乡,350430,
溪源乡,350430203,溪源乡,350430,
客坊乡,350430204,客坊乡,350430,
黄埠乡,350430205,黄埠乡,350430,
福建建宁经济开发区,350430400,福建建宁经济开发区,350430,
燕东街道,350481001,燕东街道,350481,
燕西街道,350481002,燕西街道,350481,
燕南街道,350481003,燕南街道,350481,
燕北街道,350481004,燕北街道,350481,
西洋镇,350481100,西洋镇,350481,
贡川镇,350481101,贡川镇,350481,
安砂镇,350481102,安砂镇,350481,
小陶镇,350481103,小陶镇,350481,
大湖镇,350481104,大湖镇,350481,
曹远镇,350481105,曹远镇,350481,
洪田镇,350481106,洪田镇,350481,
槐南镇,350481107,槐南镇,350481,
上坪乡,350481202,上坪乡,350481,
罗坊乡,350481203,罗坊乡,350481,
青水乡,350481204,青水乡,350481,
海滨街道,350502001,海滨街道,350502,
临江街道,350502002,临江街道,350502,
鲤中街道,350502003,鲤中街道,350502,
开元街道,350502004,开元街道,350502,
浮桥街道,350502005,浮桥街道,350502,
江南街道,350502006,江南街道,350502,
金龙街道,350502007,金龙街道,350502,
常泰街道,350502008,常泰街道,350502,
清濛经济开发区,350502400,清濛经济开发区,350502,
东湖街道,350503001,东湖街道,350503,
丰泽街道,350503002,丰泽街道,350503,
泉秀街道,350503003,泉秀街道,350503,
清源街道,350503004,清源街道,350503,
华大街道,350503005,华大街道,350503,
城东街道,350503006,城东街道,350503,
东海街道,350503007,东海街道,350503,
北峰街道,350503008,北峰街道,350503,
万安街道,350504001,万安街道,350504,
双阳街道,350504002,双阳街道,350504,
罗溪镇,350504100,罗溪镇,350504,
马甲镇,350504101,马甲镇,350504,
河市镇,350504102,河市镇,350504,
虹山乡,350504200,虹山乡,350504,
山腰街道,350505001,山腰街道,350505,
南埔镇,350505100,南埔镇,350505,
界山镇,350505101,界山镇,350505,
后龙镇,350505102,后龙镇,350505,
峰尾镇,350505103,峰尾镇,350505,
前黄镇,350505105,前黄镇,350505,
涂岭镇,350505106,涂岭镇,350505,
螺城镇,350521100,螺城镇,350521,
螺阳镇,350521101,螺阳镇,350521,
黄塘镇,350521102,黄塘镇,350521,
紫山镇,350521103,紫山镇,350521,
洛阳镇,350521104,洛阳镇,350521,
东园镇,350521105,东园镇,350521,
张坂镇,350521106,张坂镇,350521,
崇武镇,350521107,崇武镇,350521,
山霞镇,350521108,山霞镇,350521,
涂寨镇,350521109,涂寨镇,350521,
东岭镇,350521110,东岭镇,350521,
东桥镇,350521111,东桥镇,350521,
净峰镇,350521112,净峰镇,350521,
小岞镇 ,350521113,小岞镇 ,350521,
辋川镇,350521114,辋川镇,350521,
百崎回族乡,350521200,百崎回族乡,350521,
城南工业区,350521400,城南工业区,350521,
惠南工业区,350521401,惠南工业区,350521,
凤城镇,350524100,凤城镇,350524,
蓬莱镇,350524101,蓬莱镇,350524,
湖头镇,350524102,湖头镇,350524,
官桥镇,350524103,官桥镇,350524,
剑斗镇,350524104,剑斗镇,350524,
城厢镇,350524105,城厢镇,350524,
金谷镇,350524106,金谷镇,350524,
龙门镇,350524107,龙门镇,350524,
虎邱镇,350524108,虎邱镇,350524,
芦田镇,350524109,芦田镇,350524,
感德镇,350524110,感德镇,350524,
魁斗镇,350524111,魁斗镇,350524,
西坪镇,350524112,西坪镇,350524,
参内乡,350524200,参内乡,350524,
白濑乡,350524201,白濑乡,350524,
湖上乡,350524202,湖上乡,350524,
尚卿乡,350524203,尚卿乡,350524,
大坪乡,350524204,大坪乡,350524,
龙涓乡,350524205,龙涓乡,350524,
长坑乡,350524206,长坑乡,350524,
蓝田乡,350524207,蓝田乡,350524,
祥华乡,350524208,祥华乡,350524,
桃舟乡,350524209,桃舟乡,350524,
福田乡,350524210,福田乡,350524,
桃城镇,350525100,桃城镇,350525,
五里街镇,350525101,五里街镇,350525,
一都镇,350525102,一都镇,350525,
下洋镇,350525103,下洋镇,350525,
蓬壶镇,350525104,蓬壶镇,350525,
达埔镇,350525105,达埔镇,350525,
吾峰镇,350525106,吾峰镇,350525,
石鼓镇,350525107,石鼓镇,350525,
岵山镇,350525108,岵山镇,350525,
东平镇,350525109,东平镇,350525,
湖洋镇,350525110,湖洋镇,350525,
坑仔口镇,350525111,坑仔口镇,350525,
玉斗镇,350525112,玉斗镇,350525,
锦斗镇,350525113,锦斗镇,350525,
东关镇,350525114,东关镇,350525,
桂洋镇,350525115,桂洋镇,350525,
苏坑镇,350525116,苏坑镇,350525,
仙夹镇,350525117,仙夹镇,350525,
横口乡,350525200,横口乡,350525,
呈祥乡,350525201,呈祥乡,350525,
介福乡,350525202,介福乡,350525,
外山乡,350525204,外山乡,350525,
浔中镇,350526100,浔中镇,350526,
龙浔镇,350526101,龙浔镇,350526,
三班镇,350526102,三班镇,350526,
龙门滩镇,350526103,龙门滩镇,350526,
雷峰镇,350526104,雷峰镇,350526,
南埕镇,350526105,南埕镇,350526,
水口镇,350526106,水口镇,350526,
赤水镇,350526107,赤水镇,350526,
上涌镇,350526108,上涌镇,350526,
葛坑镇,350526109,葛坑镇,350526,
盖德镇,350526110,盖德镇,350526,
杨梅乡,350526200,杨梅乡,350526,
汤头乡,350526202,汤头乡,350526,
桂阳乡,350526204,桂阳乡,350526,
国宝乡,350526206,国宝乡,350526,
美湖镇,350526207,美湖镇,350526,
大铭乡,350526208,大铭乡,350526,
春美乡,350526209,春美乡,350526,
湖滨街道,350581001,湖滨街道,350581,
凤里街道,350581002,凤里街道,350581,
灵秀镇,350581100,灵秀镇,350581,
宝盖镇,350581101,宝盖镇,350581,
蚶江镇,350581102,蚶江镇,350581,
祥芝镇,350581103,祥芝镇,350581,
鸿山镇,350581104,鸿山镇,350581,
锦尚镇,350581105,锦尚镇,350581,
永宁镇,350581106,永宁镇,350581,
青阳街道,350582001,青阳街道,350582,
梅岭街道,350582002,梅岭街道,350582,
西园街道,350582003,西园街道,350582,
罗山街道,350582004,罗山街道,350582,
新塘街道,350582005,新塘街道,350582,
灵源街道,350582006,灵源街道,350582,
安海镇,350582101,安海镇,350582,
磁灶镇,350582102,磁灶镇,350582,
陈埭镇,350582103,陈埭镇,350582,
东石镇,350582104,东石镇,350582,
深沪镇,350582105,深沪镇,350582,
金井镇,350582106,金井镇,350582,
池店镇,350582107,池店镇,350582,
内坑镇,350582109,内坑镇,350582,
龙湖镇,350582110,龙湖镇,350582,
永和镇,350582111,永和镇,350582,
英林镇,350582112,英林镇,350582,
紫帽镇,350582113,紫帽镇,350582,
西滨镇,350582114,西滨镇,350582,
安平开发区,350582400,安平开发区,350582,
晋江市经济开发区,350582401,晋江市经济开发区,350582,
泉州出口加工区,350582402,泉州出口加工区,350582,
溪美街道,350583001,溪美街道,350583,
柳城街道,350583002,柳城街道,350583,
美林街道,350583003,美林街道,350583,
省新镇,350583100,省新镇,350583,
仑苍镇,350583101,仑苍镇,350583,
东田镇,350583102,东田镇,350583,
英都镇,350583103,英都镇,350583,
翔云镇,350583104,翔云镇,350583,
金淘镇,350583105,金淘镇,350583,
诗山镇,350583106,诗山镇,350583,
蓬华镇,350583107,蓬华镇,350583,
码头镇,350583108,码头镇,350583,
九都镇,350583109,九都镇,350583,
乐峰镇,350583110,乐峰镇,350583,
罗东镇,350583111,罗东镇,350583,
梅山镇,350583112,梅山镇,350583,
洪濑镇,350583113,洪濑镇,350583,
洪梅镇,350583114,洪梅镇,350583,
康美镇,350583115,康美镇,350583,
丰州镇,350583116,丰州镇,350583,
霞美镇,350583117,霞美镇,350583,
官桥镇,350583118,官桥镇,350583,
水头镇,350583119,水头镇,350583,
石井镇,350583120,石井镇,350583,
眉山乡,350583200,眉山乡,350583,
向阳乡,350583201,向阳乡,350583,
雪峰管委会,350583400,雪峰管委会,350583,
东铺头街道,350602001,东铺头街道,350602,
西桥街道,350602002,西桥街道,350602,
新桥街道,350602003,新桥街道,350602,
巷口街道,350602004,巷口街道,350602,
南坑街道,350602005,南坑街道,350602,
通北街道,350602006,通北街道,350602,
浦南镇,350602100,浦南镇,350602,
天宝镇,350602101,天宝镇,350602,
芝山镇,350602102,芝山镇,350602,
石亭镇,350602103,石亭镇,350602,
芗城区奶牛场,350602400,芗城区奶牛场,350602,
后房农场,350602401,后房农场,350602,
天宝林场,350602402,天宝林场,350602,
五峰农场,350602404,五峰农场,350602,
蓝田镇,350603100,蓝田镇,350603,
步文镇,350603101,步文镇,350603,
朝阳镇,350603102,朝阳镇,350603,
郭坑镇,350603103,郭坑镇,350603,
蓝田开发区,350603500,蓝田开发区,350603,
云陵镇,350622100,云陵镇,350622,
陈岱镇,350622101,陈岱镇,350622,
东厦镇,350622102,东厦镇,350622,
莆美镇,350622103,莆美镇,350622,
列屿镇,350622104,列屿镇,350622,
火田镇,350622105,火田镇,350622,
下河乡,350622200,下河乡,350622,
马铺乡,350622201,马铺乡,350622,
和平乡,350622202,和平乡,350622,
和平农场,350622400,和平农场,350622,
常山华侨经济开发区,350622500,常山华侨经济开发区,350622,
云陵工业开发区,350622501,云陵工业开发区,350622,
绥安镇,350623100,绥安镇,350623,
旧镇镇,350623101,旧镇镇,350623,
佛昙镇,350623102,佛昙镇,350623,
赤湖镇,350623103,赤湖镇,350623,
杜浔镇,350623104,杜浔镇,350623,
霞美镇,350623105,霞美镇,350623,
官浔镇,350623106,官浔镇,350623,
石榴镇,350623107,石榴镇,350623,
盘陀镇,350623108,盘陀镇,350623,
长桥镇,350623109,长桥镇,350623,
前亭镇,350623110,前亭镇,350623,
马坪镇,350623111,马坪镇,350623,
深土镇,350623112,深土镇,350623,
六鳌镇,350623113,六鳌镇,350623,
沙西镇,350623114,沙西镇,350623,
古雷镇,350623115,古雷镇,350623,
大南坂镇,350623116,大南坂镇,350623,
南浦乡,350623200,南浦乡,350623,
赤岭畲族乡,350623201,赤岭畲族乡,350623,
湖西畲族乡,350623202,湖西畲族乡,350623,
赤土乡,350623203,赤土乡,350623,
漳浦盐场,350623400,漳浦盐场,350623,
万安农场,350623401,万安农场,350623,
石古农场,350623402,石古农场,350623,
长桥农场,350623403,长桥农场,350623,
白竹湖农场,350623404,白竹湖农场,350623,
南山华侨茶果场,350623405,南山华侨茶果场,350623,
中西林场,350623406,中西林场,350623,
玳瑁山茶场,350623407,玳瑁山茶场,350623,
下蔡林场,350623408,下蔡林场,350623,
南诏镇,350624100,南诏镇,350624,
四都镇,350624101,四都镇,350624,
梅岭镇,350624102,梅岭镇,350624,
桥东镇,350624103,桥东镇,350624,
深桥镇,350624104,深桥镇,350624,
太平镇,350624105,太平镇,350624,
霞葛镇,350624106,霞葛镇,350624,
官陂镇,350624107,官陂镇,350624,
秀篆镇,350624108,秀篆镇,350624,
金星乡,350624200,金星乡,350624,
西潭乡,350624201,西潭乡,350624,
白洋乡,350624202,白洋乡,350624,
建设乡,350624203,建设乡,350624,
红星乡,350624204,红星乡,350624,
梅洲乡,350624205,梅洲乡,350624,
国营西山农场,350624401,国营西山农场,350624,
国营湖内林场,350624402,国营湖内林场,350624,
岭下溪国有防护林场,350624403,岭下溪国有防护林场,350624,
诏安工业园区,350624501,诏安工业园区,350624,
诏安金都工业集中区,350624502,诏安金都工业集中区,350624,
武安镇,350625100,武安镇,350625,
岩溪镇,350625101,岩溪镇,350625,
陈巷镇,350625102,陈巷镇,350625,
枋洋镇,350625103,枋洋镇,350625,
坂里乡,350625200,坂里乡,350625,
国营古农农场,350625400,国营古农农场,350625,
长泰经济开发区,350625500,长泰经济开发区,350625,
马洋溪生态旅游区,350625501,马洋溪生态旅游区,350625,
林墩工业区,350625502,林墩工业区,350625,
西埔镇,350626100,西埔镇,350626,
樟塘镇,350626101,樟塘镇,350626,
康美镇,350626102,康美镇,350626,
杏陈镇,350626103,杏陈镇,350626,
陈城镇,350626104,陈城镇,350626,
前楼镇,350626105,前楼镇,350626,
铜陵镇,350626106,铜陵镇,350626,
山城镇,350627100,山城镇,350627,
丰田镇,350627101,丰田镇,350627,
靖城镇,350627102,靖城镇,350627,
龙山镇,350627103,龙山镇,350627,
金山镇,350627104,金山镇,350627,
和溪镇,350627105,和溪镇,350627,
奎洋镇,350627106,奎洋镇,350627,
梅林镇,350627107,梅林镇,350627,
书洋镇,350627108,书洋镇,350627,
船场镇,350627109,船场镇,350627,
南坑镇,350627110,南坑镇,350627,
大房农场,350627400,大房农场,350627,
小溪镇,350628100,小溪镇,350628,
山格镇,350628101,山格镇,350628,
文峰镇,350628102,文峰镇,350628,
南胜镇,350628103,南胜镇,350628,
坂仔镇,350628104,坂仔镇,350628,
安厚镇,350628105,安厚镇,350628,
大溪镇,350628106,大溪镇,350628,
霞寨镇,350628107,霞寨镇,350628,
九峰镇,350628108,九峰镇,350628,
芦溪镇,350628109,芦溪镇,350628,
五寨乡,350628200,五寨乡,350628,
国强乡,350628201,国强乡,350628,
崎岭乡,350628202,崎岭乡,350628,
长乐乡,350628203,长乐乡,350628,
秀峰乡,350628204,秀峰乡,350628,
安厚农场,350628400,安厚农场,350628,
福建平和工业园区,350628401,福建平和工业园区,350628,
华丰镇,350629100,华丰镇,350629,
丰山镇,350629101,丰山镇,350629,
沙建镇,350629102,沙建镇,350629,
新圩镇,350629103,新圩镇,350629,
高安镇,350629104,高安镇,350629,
仙都镇,350629105,仙都镇,350629,
高车乡,350629200,高车乡,350629,
马坑乡,350629201,马坑乡,350629,
湖林乡,350629203,湖林乡,350629,
福建土楼华安旅游区,350629400,福建土楼华安旅游区,350629,
石码镇,350681100,石码镇,350681,
海澄镇,350681101,海澄镇,350681,
角美镇,350681102,角美镇,350681,
白水镇,350681103,白水镇,350681,
浮宫镇,350681104,浮宫镇,350681,
程溪镇,350681105,程溪镇,350681,
港尾镇,350681106,港尾镇,350681,
九湖镇,350681107,九湖镇,350681,
颜厝镇,350681108,颜厝镇,350681,
榜山镇,350681109,榜山镇,350681,
紫泥镇,350681110,紫泥镇,350681,
东园镇,350681111,东园镇,350681,
东泗乡,350681200,东泗乡,350681,
隆教畲族乡,350681201,隆教畲族乡,350681,
双第华侨农场,350681400,双第华侨农场,350681,
九龙岭林场,350681401,九龙岭林场,350681,
程溪农场,350681402,程溪农场,350681,
良种场,350681403,良种场,350681,
苍坂农场,350681404,苍坂农场,350681,
林下林场,350681405,林下林场,350681,
角美工业开发区,350681500,角美工业开发区,350681,
招商局漳州开发区,350681501,招商局漳州开发区,350681,
东园开发区,350681502,东园开发区,350681,
龙池开发区,350681503,龙池开发区,350681,
梅山街道,350702001,梅山街道,350702,
黄墩街道,350702002,黄墩街道,350702,
紫云街道,350702003,紫云街道,350702,
四鹤街道,350702004,四鹤街道,350702,
水南街道,350702005,水南街道,350702,
水东街道,350702006,水东街道,350702,
来舟镇,350702100,来舟镇,350702,
樟湖镇,350702101,樟湖镇,350702,
夏道镇,350702102,夏道镇,350702,
西芹镇,350702103,西芹镇,350702,
峡阳镇,350702104,峡阳镇,350702,
南山镇,350702105,南山镇,350702,
大横镇,350702106,大横镇,350702,
王台镇,350702107,王台镇,350702,
太平镇,350702108,太平镇,350702,
塔前镇,350702109,塔前镇,350702,
茫荡镇,350702110,茫荡镇,350702,
洋后镇,350702111,洋后镇,350702,
炉下镇,350702112,炉下镇,350702,
巨口乡,350702200,巨口乡,350702,
赤门乡,350702202,赤门乡,350702,
潭城街道,350703001,潭城街道,350703,
童游街道,350703002,童游街道,350703,
将口镇,350703102,将口镇,350703,
徐市镇,350703103,徐市镇,350703,
莒口镇,350703104,莒口镇,350703,
麻沙镇,350703105,麻沙镇,350703,
黄坑镇,350703106,黄坑镇,350703,
水吉镇,350703107,水吉镇,350703,
漳墩镇,350703108,漳墩镇,350703,
小湖镇,350703109,小湖镇,350703,
崇雒乡,350703200,崇雒乡,350703,
